kepoi_name,koi_disposition,koi_period,koi_depth,koi_duration,koi_prad,koi_teq,koi_insol,koi_steff,koi_slogg,koi_srad,koi_score,koi_model_snr,koi_impact
K00191.03,CANDIDATE,0.7085982,194.0,1.4539,1.24,1922.0,,5696.0,4.52,0.88,,31.8,0.479
K00191.04,CONFIRMED,38.65154,659.0,5.3303,2.3,504.0,,5696.0,4.52,0.88,,27.1,0.52
K00192.01,CONFIRMED,10.2909988,9708.0,4.2661,10.1,898.0,,6195.0,4.46,1.03,,1420.3,0.025
K00193.01,CANDIDATE,37.590272,19652.0,4.335,14.0,567.0,,6134.0,4.48,0.99,,1185.4,0.317
K00194.01,CONFIRMED,3.12082903,17254.0,2.0209,14.5,1287.0,,6115.0,4.49,0.98,,752.6,0.78
K00195.01,CONFIRMED,3.21752044,14393.0,2.116,11.7,1215.0,,5866.0,4.5,0.93,,1620.6,0.642
K00196.01,CONFIRMED,1.85555773,10696.0,2.3354,9.4,1401.0,,5731.0,4.51,0.89,,2166.6,0.492
K00197.01,CONFIRMED,17.2762904,10470.0,3.9347,7.3,556.0,,5036.0,4.57,0.74,,1121.0,0.01
K00198.01,FALSE POSITIVE,87.2379612,19362.0,4.4,,,,5682.0,4.461,,,680.5,
K00199.01,CONFIRMED,3.268695154,10602.0,3.45315,12.13,1422.0,967.13,6418.0,4.395,1.171,,1521.5,0.0509
K00199.02,FALSE POSITIVE,8.78458274,210.8,6.459,2.6,1149.0,411.55,5927.0,4.046,1.691,0.0,25.9,0.681
K00200.01,CONFIRMED,7.3407239,8314.0,2.9711,8.6,922.0,,5945.0,4.52,0.91,,1056.9,0.531
K00201.01,CONFIRMED,4.2253846,7615.0,2.8116,10.0,1157.0,,5541.0,4.32,1.17,,1636.7,0.01
K00202.01,CONFIRMED,1.72086037,9994.0,2.0479,11.2,1608.0,,6119.0,4.44,1.03,,2182.3,0.753
K00203.01,CONFIRMED,1.48571127,20649.0,2.2746,14.82,1621.0,,5787.0,4.45,1.048,,3895.9,0.018
K00204.01,CONFIRMED,3.246732,6855.0,3.0258,7.1,1118.0,,5442.0,4.48,0.87,,863.7,0.285
K00205.01,CONFIRMED,11.7201189,9698.0,2.9425,7.7,660.0,,5209.0,4.57,0.77,,961.8,0.514
K00206.01,CONFIRMED,5.3340867,4728.0,6.4086,8.1,1164.0,,6045.0,4.33,1.14,,892.1,0.5137
K00208.01,CONFIRMED,3.0038752,9116.0,4.1981,11.3,1346.0,,6215.0,4.47,1.01,,387.6,0.8713
K00209.01,CONFIRMED,50.79034619,5890.2,10.877,9.16,580.0,26.8,6466.0,4.373,1.183,,558.6,0.2044
K00209.02,CONFIRMED,18.795909,2403.0,7.2427,5.74,792.0,,6438.0,4.4,1.135,,324.6,0.5125
K00210.01,FALSE POSITIVE,20.9273746,8027.0,3.35,,,,5812.0,4.369,,,355.5,
K00211.01,CANDIDATE,124.03611,7828.0,4.8379,9.6,410.0,,6298.0,4.4,1.1,,221.5,0.0
K00212.01,CANDIDATE,5.6959013,4884.0,3.5762,6.4,977.0,,5843.0,4.54,0.92,,484.8,0.03
K00213.01,FALSE POSITIVE,48.118812545,69851.0,5.27958,45.18,490.0,13.6,6003.0,4.536,0.872,0.0,2145.1,1.079
K00214.01,CONFIRMED,3.3118628,5350.0,1.2309,7.1,1143.0,,5478.0,4.44,0.92,,625.9,0.66
K00215.01,CANDIDATE,42.94386674,9750.9,3.7673,56.74,520.0,17.26,5750.0,4.4,0.94,,277.6,1.4366
K00216.01,CONFIRMED,20.172011,5243.0,3.2817,6.1,558.0,,5181.0,4.53,0.79,,308.0,0.69
K00216.02,CONFIRMED,7.51866,278.0,2.9283,1.3,775.0,,5181.0,4.53,0.79,,24.1,0.0285
K00217.01,CONFIRMED,3.905081,21448.0,2.8415,11.7,1028.0,,5595.0,4.58,0.82,,2172.0,0.0224
K00218.01,FALSE POSITIVE,18.69286203,57922.0,3.69272,15.72,529.0,18.52,5197.0,4.66,0.661,,1298.5,0.0091
K00219.01,CONFIRMED,8.0251044,3125.0,5.7437,5.0,811.0,,5596.0,4.57,0.82,,583.7,0.7745
K00220.01,CONFIRMED,2.4220796,1869.0,2.6259,3.62,1201.0,,5570.0,4.58,0.81,,465.5,0.575
K00220.02,CONFIRMED,4.12502,110.0,3.0338,0.87,1000.0,,5570.0,4.58,0.81,,24.0,0.556
K00221.01,CONFIRMED,3.4130351,3894.0,2.6424,4.8,1011.0,,5379.0,4.61,0.76,,530.3,0.474
K00221.02,CONFIRMED,5.89661966,144.0,3.154,1.28,1000.0,237.1,5392.0,4.314,1.087,1.0,15.3,0.039
K00222.01,CONFIRMED,6.312504,1258.0,2.8175,2.26,639.0,,4533.0,4.71,0.592,,123.5,0.72
K00222.02,CONFIRMED,12.794594,839.0,3.5011,1.85,504.0,,4533.0,4.71,0.592,,64.2,0.72
K00223.01,CONFIRMED,3.1774266,1163.0,1.5249,2.84,1025.0,,5350.0,4.62,0.75,,124.2,0.78
K00223.02,CONFIRMED,41.00812,1015.0,4.0155,2.56,436.0,,5350.0,4.62,0.75,,45.6,0.69
K00224.01,FALSE POSITIVE,3.979871262,1376.9,2.3807,49.58,1173.0,446.89,6032.0,4.485,0.973,,92.1,1.4301
K00225.01,CANDIDATE,0.83859769,2543.0,1.7098,50.0,2144.0,,6293.0,4.43,1.07,,335.9,1.382
K00226.01,CONFIRMED,8.308485,825.0,3.2543,2.33,721.0,,5240.0,4.63,0.73,,77.5,0.79
K00227.01,CANDIDATE,17.65737838,2155.7,3.509,2.45,350.0,3.55,3745.0,4.784,0.47,,117.2,0.8277
K00229.01,CONFIRMED,3.57321,2934.0,2.8942,5.2,1163.0,,5530.0,4.38,0.98,,400.8,0.26
K00230.01,FALSE POSITIVE,4.702495288,5174.5,2.3439,38.55,981.0,219.08,5408.0,4.476,0.878,,224.3,1.3138
K00231.01,FALSE POSITIVE,119.8401019,5448.7,3.6796,26.96,255.0,1.0,4602.0,4.637,0.675,0.0,83.7,1.269
K00232.01,CONFIRMED,12.465995556,2323.6,5.0483,4.66,804.0,98.96,6103.0,4.496,0.949,,306.4,0.4116
K00232.02,CONFIRMED,5.766148,375.0,3.8686,1.92,1048.0,,6102.0,4.49,0.97,,68.0,0.445
K00232.03,CONFIRMED,21.58752788,336.8,4.4968,2.18,747.0,73.42,6038.0,4.284,1.191,1.0,34.0,0.009
K00232.04,CONFIRMED,37.9962369,403.7,6.7751,2.39,618.0,34.55,6038.0,4.284,1.191,1.0,37.8,0.023
K00232.05,CONFIRMED,56.2590881,348.8,8.114,2.22,543.0,20.49,6038.0,4.284,1.191,1.0,29.7,0.026
K00233.01,FALSE POSITIVE,1.8246458,5944.0,2.9351,32.0,1639.0,,6326.0,4.44,1.07,,817.4,1.17
K00234.01,CONFIRMED,9.613716,786.0,4.5636,3.0,923.0,,5945.0,4.36,1.09,,115.1,0.07
K00235.01,CONFIRMED,5.632566,688.0,2.1796,1.91,788.0,,5126.0,4.64,0.7,,82.1,0.6
K00236.01,FALSE POSITIVE,5.7767407,3663.0,5.0233,33.0,1029.0,,5578.0,4.33,1.05,,467.8,1.21
K00237.01,CONFIRMED,8.508355,625.0,3.5148,2.4,851.0,,5829.0,4.53,0.89,,99.1,0.72
K00238.01,CONFIRMED,17.23229,509.0,4.5111,2.5,770.0,,6274.0,4.44,1.05,,66.5,0.67
K00238.02,CONFIRMED,26.69376,147.0,4.1827,1.41,666.0,,6274.0,4.44,1.05,,15.2,0.8
K00238.03,CANDIDATE,362.97828,260.6,14.083,1.96,296.0,1.81,6086.0,4.274,1.216,0.784,13.0,0.055
K00239.01,CONFIRMED,5.640676975,1453.3,2.8354,4.59,1125.0,379.36,5794.0,4.282,1.216,1.0,145.9,0.033
K00239.02,CONFIRMED,3.622714,145.0,2.4363,1.41,1263.0,,6215.0,4.47,1.02,,22.8,0.75
K00240.01,CONFIRMED,4.286859,1333.0,4.6468,4.2,1202.0,,6215.0,4.47,1.02,,178.0,0.8303
K00241.01,CONFIRMED,13.821387,785.0,3.6067,2.23,616.0,,5288.0,4.62,0.74,,79.8,0.72
K00241.02,CONFIRMED,30.95053,292.0,4.4384,1.37,470.0,,5288.0,4.62,0.74,,25.8,0.75
K00241.03,CONFIRMED,3.41045424,153.3,2.3452,0.8,931.0,177.77,5196.0,4.662,0.657,,22.6,0.1525
K00242.01,FALSE POSITIVE,7.2584656,3646.0,5.7276,5.1,857.0,,5545.0,4.51,0.86,,473.6,0.126
K00243.01,FALSE POSITIVE,2.6375741,5647.0,4.2809,44.0,1335.0,,6042.0,4.5,0.95,,830.9,1.29
K00244.01,CONFIRMED,12.720374354,1176.3,2.59373,4.51,941.0,185.61,6270.0,4.279,1.309,,530.3,0.1062
K00244.02,CONFIRMED,6.238534771,402.8,3.54393,2.64,1193.0,479.56,6270.0,4.279,1.309,,296.1,0.0053
K00245.01,CONFIRMED,39.792232,609.0,4.5717,1.94,436.0,,5288.0,4.59,0.728,,344.0,0.732
K00245.02,CONFIRMED,21.302,94.0,3.7956,0.75,538.0,,5288.0,4.59,0.728,,66.3,0.694
K00245.03,CONFIRMED,13.36726,22.0,3.0405,0.34,629.0,,5288.0,4.59,0.73,,13.1,0.8
K00245.04,CONFIRMED,51.2069,27.0,8.994,0.37,401.0,,5288.0,4.59,0.728,,19.1,0.02
K00246.01,CONFIRMED,5.3987665,333.0,3.5609,2.53,1143.0,,5793.0,4.281,1.242,,304.5,0.812
K00246.02,CONFIRMED,9.604869,55.0,2.9435,1.11,944.0,,5793.0,4.281,1.242,,36.0,0.916
K00247.01,CONFIRMED,13.81505213,1075.1,2.473,1.99,385.0,5.18,3741.0,4.765,0.49,,63.9,0.919
K00248.01,CONFIRMED,7.203794,1799.0,2.9766,2.71,531.0,,4069.0,4.74,0.525,,111.6,0.91
K00248.02,CONFIRMED,10.912935,1377.0,2.8577,2.54,463.0,,4069.0,4.74,0.525,,68.3,0.947
K00248.03,CONFIRMED,2.576555,794.0,1.8736,1.84,751.0,,4069.0,4.74,0.525,,68.0,0.924
K00248.04,CONFIRMED,18.59622,759.0,2.8905,1.97,387.0,,4069.0,4.74,0.525,,31.5,0.965
K00249.01,CONFIRMED,9.549273,1666.0,1.6052,1.94,445.0,,3804.0,4.76,0.493,,133.3,0.0309
K00250.01,CONFIRMED,12.283078,2864.0,2.8563,3.08,501.0,,4486.0,4.72,0.577,,143.7,0.475
K00250.02,CONFIRMED,17.251048,1936.0,2.1911,2.94,449.0,,4486.0,4.72,0.577,,71.3,0.828
K00250.03,CONFIRMED,3.543919702,507.0,1.8717,1.21,652.0,42.68,3879.0,4.708,0.537,1.0,38.2,0.022
K00250.04,CONFIRMED,46.82787,1597.0,2.3647,2.98,322.0,,4486.0,4.72,0.577,,36.2,0.922
K00251.01,CONFIRMED,4.1643875,2261.0,1.8539,2.59,625.0,,3996.0,4.74,0.515,,179.4,0.68
K00251.02,CONFIRMED,5.77447,228.0,1.9889,0.82,560.0,,3996.0,4.74,0.515,,17.4,0.66
K00252.01,CONFIRMED,17.604437,2218.0,3.6794,3.16,414.0,,3905.0,4.61,0.654,,96.3,0.59
K00253.01,CONFIRMED,6.38317,1720.0,1.7941,2.34,550.0,,4047.0,4.74,0.522,,74.2,0.73
K00253.02,CONFIRMED,20.6181066,659.9,3.258,1.4,354.0,3.72,3769.0,4.712,0.56,,21.1,0.1272
K00254.01,CONFIRMED,2.45524051,37408.0,1.7234,9.85,774.0,,4098.0,4.73,0.531,,2119.6,0.026
K00255.01,CONFIRMED,27.521732,2398.0,4.0468,2.53,339.0,,4057.0,4.74,0.523,,113.4,0.26
K00255.02,CANDIDATE,13.603082,173.8,2.521,0.68,395.0,5.77,3770.0,4.747,0.51,,13.4,0.4626
K00255.03,FALSE POSITIVE,7.7333361,126.9,2.807,0.57,479.0,12.41,3780.0,4.746,0.511,0.122,9.3,0.084
K00256.01,CANDIDATE,1.3786789,24218.0,1.852,25.34,821.0,,3639.0,4.72,0.52,,175.0,1.23
K00257.01,CONFIRMED,6.883403,504.0,2.0797,2.61,1068.0,,6145.0,4.38,1.164,,188.8,0.0225
K00258.01,FALSE POSITIVE,4.1574505,1097.0,5.227,5.0,1518.0,,6528.0,4.17,1.53,,205.7,0.025
K00259.01,FALSE POSITIVE,79.99621247,23263.0,6.2614,27.76,602.0,31.05,6567.0,4.091,1.742,,1093.1,0.5814
K00260.01,CONFIRMED,10.49567752,113.1,4.7904,1.54,1017.0,253.1,6239.0,4.247,1.358,,81.9,0.6919
K00260.02,CONFIRMED,100.2828693,328.7,10.7249,2.47,479.0,12.48,6239.0,4.247,1.358,,115.2,0.034
K00260.03,CONFIRMED,21.86964,123.0,5.7659,1.79,765.0,,6164.0,4.28,1.26,,66.8,0.8975
K00261.01,CONFIRMED,16.238467767,643.3,3.817,2.27,682.0,51.06,5763.0,4.527,0.904,,281.7,0.0755
K00262.01,CONFIRMED,7.8128584,92.0,3.855,1.54,1198.0,487.11,6225.0,4.138,1.584,,64.4,0.3359
K00262.02,CONFIRMED,9.37664325,121.2,2.2488,1.82,1127.0,381.61,6225.0,4.138,1.584,,55.4,0.5929
K00263.01,FALSE POSITIVE,20.71951977,219.2,3.9533,2.32,827.0,110.74,5784.0,4.061,1.574,,36.5,0.0259
K00264.01,FALSE POSITIVE,4.0298266,158.0,3.217,1.16,1123.0,,5803.0,4.462,0.943,,107.9,0.011
K00265.01,CONFIRMED,3.568065,96.0,3.431,1.29,1320.0,,6040.0,4.36,1.18,,57.5,0.816
K00266.01,CONFIRMED,25.308897,161.0,5.7265,1.57,661.0,,5981.0,4.394,1.066,,66.4,0.87
K00266.02,CANDIDATE,47.7436033,102.7,2.458,1.82,698.0,56.05,6283.0,4.046,1.768,,17.8,0.3242
K00267.01,FALSE POSITIVE,165.8556713,143.0,9.94,,,,5566.0,4.093,,,14.4,
K00268.01,CANDIDATE,110.37908,496.0,12.2494,1.73,295.0,,4808.0,4.512,0.786,,155.0,0.014
K00269.01,CONFIRMED,18.01134,112.0,6.5309,1.47,826.0,,6364.0,4.33,1.26,,70.5,0.811
K00270.01,CONFIRMED,12.5825,125.0,6.4462,1.8,919.0,,5552.0,4.08,1.46,,65.6,0.789
K00270.02,CONFIRMED,33.67312,171.0,8.6589,2.13,661.0,,5552.0,4.08,1.46,,61.6,0.806
K00271.01,CONFIRMED,48.63057,344.0,7.0357,2.51,578.0,,6169.0,4.33,1.27,,97.4,0.672
K00271.02,CONFIRMED,29.392404,317.0,6.896,2.33,683.0,,6169.0,4.33,1.27,,120.4,0.498
K00271.03,CONFIRMED,14.435931,97.0,3.4262,1.41,865.0,,6169.0,4.33,1.27,,41.3,0.842
K00272.01,CANDIDATE,1.28132831,525.5,0.9157,4.52,2215.0,5673.71,5918.0,3.978,1.596,0.0,196.4,0.926
K00273.01,CONFIRMED,10.573769,298.0,1.736,1.82,844.0,,5783.0,4.43,1.072,,97.9,0.03
K00274.01,CONFIRMED,15.0896415,77.8,4.3349,1.42,968.0,207.64,6063.0,4.061,1.613,1.0,29.5,0.02
K00274.02,CONFIRMED,22.8029808,66.4,4.9916,1.42,846.0,120.93,6072.0,4.07,1.659,,22.9,0.6427
K00275.01,CONFIRMED,15.79186,213.0,7.1788,1.96,827.0,,5795.0,4.24,1.36,,79.4,0.0301
K00275.02,CONFIRMED,82.1997,208.0,9.9449,2.04,476.0,,5795.0,4.24,1.36,,53.0,0.61
K00276.01,CONFIRMED,41.74598855,421.8,4.6125,2.4,584.0,27.58,5978.0,4.316,1.171,0.999,110.5,0.049
K00277.01,CONFIRMED,16.23192004,508.5,7.6503,3.94,928.0,175.21,5911.0,4.045,1.626,,195.9,0.7139
K00277.02,CONFIRMED,13.84984567,84.6,7.2783,1.45,977.0,214.98,5919.0,4.042,1.585,0.063,35.2,0.012
K00279.01,CONFIRMED,28.454899,1452.0,8.1448,5.1,737.0,,6418.0,4.28,1.31,,439.1,0.53
K00279.02,CONFIRMED,15.41308581,246.8,6.6095,2.49,941.0,185.51,6215.0,4.168,1.57,,98.8,0.315
K00279.03,CONFIRMED,7.5144704,31.6,4.965,0.89,1196.0,483.57,6215.0,4.168,1.57,,23.2,0.2641
K00280.01,CONFIRMED,11.872914,347.0,2.4865,2.53,899.0,,5975.0,4.28,1.17,,153.5,0.88
K00281.01,CONFIRMED,19.55663,295.0,8.1854,3.9,995.0,,6090.0,3.89,2.1,,121.8,0.713
K00282.01,CONFIRMED,27.508682,642.0,5.8455,2.81,651.0,,5873.0,4.33,1.11,,223.5,0.25
K00282.02,CONFIRMED,8.457422,81.0,3.3331,1.03,966.0,,5873.0,4.33,1.11,,38.8,0.561
K00282.03,CONFIRMED,87.5187,81.0,5.6712,1.09,443.0,,5873.0,4.33,1.11,,16.8,0.767
K00283.01,CONFIRMED,16.091941,445.0,2.9258,2.41,719.0,,5687.0,4.42,1.034,,159.9,0.78
K00283.02,CONFIRMED,25.51704,68.0,5.0204,0.84,617.0,,5687.0,4.42,1.034,,25.7,0.27
K00283.03,CANDIDATE,9.48814747,47.9,1.163,0.73,856.0,126.75,5680.0,4.414,1.016,,11.1,0.5693
K00284.01,CONFIRMED,18.01001,166.0,3.1198,1.68,725.0,,5925.0,4.4,1.03,,44.6,0.938
K00284.02,CONFIRMED,6.414842,122.0,3.5547,1.28,1025.0,,5925.0,4.4,1.03,,52.2,0.798
K00284.03,CONFIRMED,6.178165,109.0,3.3098,1.22,1033.0,,5925.0,4.4,1.03,,47.4,0.824
K00284.04,CONFIRMED,110.2867031,145.3,4.427,1.41,414.0,6.96,5931.0,4.322,1.101,0.844,16.4,0.675
K00285.01,CONFIRMED,13.7488263,414.1,6.0538,3.58,978.0,216.31,5871.0,4.055,1.703,,177.8,0.5642
K00285.02,CONFIRMED,26.72320599,194.8,8.5096,2.37,784.0,89.14,5871.0,4.055,1.703,,71.7,0.2118
K00285.03,CONFIRMED,49.3568849,138.3,10.916,1.99,639.0,39.31,5871.0,4.055,1.703,,40.5,0.16
K00286.01,FALSE POSITIVE,23.627228,151.0,8.2496,3.5,1354.0,,8315.0,3.86,2.82,,70.0,0.03
K00287.01,FALSE POSITIVE,14.17097115,13207.0,3.6876,20.47,1287.0,647.93,8342.0,4.231,1.713,,355.4,0.5116
K00288.01,CONFIRMED,10.275394,219.0,6.4571,3.12,1163.0,,6088.0,4.01,1.95,,135.1,0.742
K00289.01,CONFIRMED,26.62946276,475.4,7.8308,2.94,718.0,62.88,5951.0,4.222,1.357,,111.5,0.0566
K00289.02,CONFIRMED,296.6371,2762.0,16.4256,5.04,270.0,,5812.0,4.458,0.949,,277.0,0.423
K00290.01,FALSE POSITIVE,2.683396375,340.9,1.9112,3.06,1820.0,2594.09,6953.0,4.23,1.465,,85.1,0.8507
K00291.01,CONFIRMED,31.51789,359.0,7.7278,2.73,644.0,,5600.0,4.19,1.34,,71.5,0.724
K00291.02,CONFIRMED,8.129858,152.0,2.4153,2.14,1011.0,,5600.0,4.19,1.34,,28.9,0.952
K00292.01,CONFIRMED,2.5866272,227.0,2.3653,1.64,1329.0,,5780.0,4.43,0.978,,92.4,0.806
K00293.01,FALSE POSITIVE,4.63953,114.0,3.2913,1.68,1503.0,,6618.0,4.15,1.59,,52.8,0.06
K00294.01,CONFIRMED,34.43576,425.0,6.0083,2.3,592.0,,6125.0,4.45,1.02,,73.0,0.811
K00295.01,CONFIRMED,5.317435,298.0,3.1335,2.26,1088.0,,5936.0,4.412,1.035,,107.8,0.886
K00295.02,CONFIRMED,10.105745,112.0,2.4386,1.63,878.0,,5936.0,4.412,1.035,,26.3,0.963
K00296.01,CONFIRMED,28.86231,425.0,5.361,2.4,644.0,,6089.0,4.39,1.07,,65.5,0.72
K00297.01,CONFIRMED,5.651838,133.0,3.0466,1.65,1230.0,,6282.0,4.28,1.28,,52.0,0.815
K00298.01,CONFIRMED,19.96371318,256.9,2.4825,1.75,671.0,47.97,5780.0,4.438,1.0,,37.3,0.918
K00298.02,CANDIDATE,57.38425,239.0,4.5899,1.42,472.0,,5780.0,4.44,1.0,,24.9,0.12
K00299.01,CONFIRMED,1.5416829,297.0,1.9378,1.98,1597.0,,5538.0,4.34,1.11,,122.2,0.587
K00300.01,FALSE POSITIVE,2.9760145,119.0,4.0275,1.57,1577.0,,5984.0,4.13,1.46,,71.8,0.019
K00301.01,CONFIRMED,6.002551,193.0,3.9413,1.73,1177.0,,6337.0,4.33,1.21,,77.3,0.538
K00301.02,CONFIRMED,11.44883,88.0,5.1592,1.16,952.0,,6337.0,4.33,1.21,,24.7,0.44
K00302.01,CONFIRMED,24.854687,769.0,9.078,4.8,908.0,,6954.0,4.16,1.64,,164.3,0.6578
K00302.02,FALSE POSITIVE,53.34418038,,3.62,,,,,,,,,
K00303.01,CONFIRMED,60.9292,750.0,6.6005,3.12,462.0,,5598.0,4.37,1.03,,143.7,0.789
K00304.01,CONFIRMED,8.51205,590.0,2.2722,5.1,1260.0,,6150.0,3.98,1.85,,154.6,0.852
K00304.02,CANDIDATE,5.51835,37.0,2.9015,1.11,1365.0,,5885.0,4.01,1.77,,10.1,0.55
K00305.01,CONFIRMED,4.6035613,439.0,2.4019,1.57,807.0,,4782.0,4.61,0.732,,119.9,0.58
K00306.01,CONFIRMED,24.307983,681.0,2.6209,2.29,555.0,,5407.0,4.53,0.871,,102.7,0.48
K00307.01,CONFIRMED,19.67423,213.0,3.694,1.8,731.0,,6141.0,4.42,1.086,,43.3,0.85
K00307.02,CONFIRMED,5.211058,99.0,3.263,1.15,1143.0,,6141.0,4.42,1.086,,42.4,0.66
K00308.01,CONFIRMED,35.59713982,652.0,6.0844,2.98,613.0,33.49,6210.0,4.4,1.1,,125.0,0.6817
K00309.01,FALSE POSITIVE,1.633107509,60.8,1.491,0.53,1083.0,324.97,4579.0,4.596,0.684,0.001,21.7,0.35
K00311.01,FALSE POSITIVE,66.1544958,1972.0,6.945,3.33,315.0,2.33,4679.0,4.627,0.643,,42.7,0.8526
K00312.01,CONFIRMED,11.5789114,242.3,2.7825,1.97,912.0,163.29,6156.0,4.354,1.188,,62.7,0.6874
K00312.02,CONFIRMED,16.39922,213.0,3.6428,1.84,817.0,,6158.0,4.35,1.21,,56.0,0.59
K00313.01,CONFIRMED,18.735721,560.0,3.0961,2.21,597.0,,5348.0,4.53,0.858,,90.8,0.74
K00313.02,CONFIRMED,8.436404,357.0,3.2241,1.61,778.0,,5348.0,4.53,0.858,,86.8,0.33
K00314.01,CONFIRMED,13.781052,761.0,2.4289,1.94,446.0,,3900.0,4.585,0.612,,139.9,0.8
K00314.02,CONFIRMED,23.089447,619.0,2.0012,2.06,376.0,,3900.0,4.585,0.612,,75.7,0.927
K00314.03,CONFIRMED,10.31320643,137.2,2.1534,0.58,439.0,8.75,3841.0,4.756,0.5,,24.8,0.2035
K00315.01,CONFIRMED,35.58355458,988.1,4.0977,2.3,403.0,6.22,4741.0,4.59,0.688,,131.1,0.6943
K00316.01,CONFIRMED,15.77111067,547.1,5.0574,2.62,752.0,75.61,5620.0,4.333,1.143,1.0,123.2,0.009
K00316.02,CONFIRMED,157.0659976,551.4,8.1289,2.63,350.0,3.53,5620.0,4.333,1.143,1.0,50.9,0.004
K00316.03,CONFIRMED,7.305706326,264.9,1.4228,2.11,972.0,210.72,5620.0,4.333,1.143,1.0,43.6,0.826
K00317.01,CONFIRMED,22.20792,463.0,7.5436,4.3,953.0,,6658.0,4.06,1.82,,103.5,0.757
K00317.02,CANDIDATE,11.505879,49.8,5.583,0.99,1000.0,236.35,6336.0,4.266,1.403,0.812,12.5,0.029
K00318.01,CONFIRMED,38.58336,1213.0,10.6986,5.19,655.0,,6285.0,4.29,1.38,,233.5,0.7396
K00319.01,CANDIDATE,46.15159,1793.0,6.2262,7.5,613.0,,5952.0,4.19,1.47,,324.2,0.91
K00320.01,FALSE POSITIVE,4.79179893,123.9,2.9283,26.26,1249.0,575.43,6499.0,4.408,1.103,0.0,46.3,1.209
K00321.01,CONFIRMED,2.4263077,183.0,2.6466,1.5,1375.0,,5538.0,4.34,1.11,,98.3,0.373
K00321.02,CONFIRMED,4.62334491,62.0,3.0189,0.77,1050.0,287.25,5678.0,4.484,0.97,0.996,25.2,0.388
K00322.01,FALSE POSITIVE,5.888835386,19466.0,3.7988,584.67,1008.0,243.87,5780.0,4.438,1.0,0.0,208.2,6.217
K00323.01,CONFIRMED,5.835973,540.0,2.0772,2.17,915.0,,5527.0,4.52,0.887,,112.3,0.67
K00324.01,FALSE POSITIVE,1.08907779,158.0,2.4867,1.3,1913.0,,6282.0,4.45,1.05,,139.8,0.17
K00325.01,FALSE POSITIVE,7.863362,484.0,3.3105,5.4,1134.0,,5535.0,3.98,1.66,,101.8,0.979
K00326.01,CANDIDATE,8.973505,804.0,3.0721,36.2,2276.0,,4746.0,2.54,12.4,,62.1,0.56
K00326.02,CANDIDATE,108.5277,559.0,7.2133,30.0,990.0,,4746.0,2.54,12.4,,24.0,0.52
K00327.01,CONFIRMED,3.254282,158.0,2.9911,1.53,1378.0,,6206.0,4.39,1.166,,67.7,0.556
K00327.02,CONFIRMED,91.3525,185.0,8.3551,1.68,455.0,,6206.0,4.39,1.166,,26.9,0.645
K00328.01,FALSE POSITIVE,2.250826923,561.9,1.5498,48.81,1489.0,1161.8,5779.0,4.308,1.119,,144.0,1.3769
K00329.01,FALSE POSITIVE,8.58962,261.0,5.9832,1.5,899.0,,6037.0,4.5,0.95,,54.5,0.027
K00330.01,CONFIRMED,7.974157,300.0,5.495,2.4,1056.0,,6024.0,4.26,1.25,,57.6,0.7963
K00330.02,CONFIRMED,1.888971,49.0,3.1899,0.99,1714.0,,6024.0,4.26,1.25,,19.7,0.834
K00331.01,CONFIRMED,18.68421,400.0,7.2416,3.54,803.0,,5536.0,4.1,1.5,,66.1,0.878
K00331.02,CANDIDATE,10.52286678,130.2,1.911,23.26,1008.0,243.72,5548.0,4.038,1.614,0.881,10.1,1.12
K00332.01,CONFIRMED,5.45851,243.0,3.9749,1.84,1103.0,,5719.0,4.33,1.21,,81.4,0.02
K00332.02,CANDIDATE,6.86674226,47.2,4.216,0.79,1018.0,254.1,5914.0,4.396,1.135,0.985,12.3,0.405
K00333.01,CONFIRMED,13.285388,393.0,6.2576,2.5,912.0,,6538.0,4.39,1.17,,82.4,0.731
K00334.01,FALSE POSITIVE,8.487855,271.0,2.9984,1.6,910.0,,5880.0,4.432,0.996,,44.6,0.03
K00335.01,FALSE POSITIVE,46.56678,796.0,7.463,4.9,697.0,,6530.0,4.13,1.61,,114.5,0.684
K00336.01,FALSE POSITIVE,19.5148227,155.7,3.189,2.22,988.0,225.55,6988.0,4.163,1.649,,22.6,0.7324
K00337.01,CONFIRMED,19.78302,370.0,5.6089,1.96,675.0,,6014.0,4.51,0.94,,50.3,0.746
K00337.02,CANDIDATE,154.607419,279.9,9.225,1.56,340.0,3.16,6017.0,4.508,0.931,,13.4,0.0898
K00338.01,CONFIRMED,7.010617,340.0,3.0819,37.4,2953.0,,4104.0,1.87,19.2,,62.8,0.67
K00338.02,CONFIRMED,3.107528,66.0,2.1081,17.5,3866.0,,4104.0,1.87,19.2,,18.8,0.74
K00339.01,CONFIRMED,1.980357663,278.9,2.4332,1.5,1483.0,1143.4,6248.0,4.533,0.886,,75.1,0.2652
K00339.02,CONFIRMED,12.83404,271.0,3.2681,2.06,845.0,,6278.0,4.45,1.04,,36.1,0.902
K00339.03,CONFIRMED,35.86286,251.0,6.9928,1.78,601.0,,6278.0,4.45,1.04,,28.4,0.717
K00340.01,CANDIDATE,23.673188,22335.0,14.6388,16.8,660.0,,5811.0,4.4,1.119,,4256.2,0.381
K00341.01,CONFIRMED,7.170710381,863.3,2.9225,2.73,890.0,148.09,5497.0,4.437,0.941,1.0,89.3,0.188
